name,website,description
Elbit Vision Systems,evs.co.il,"EVS provides the technical fabrics industry with Automatic Optical Inspection (AOI) systems suitable for quality inspection in the production processes of a variety of technical fabrics. A consistent set of hardware components is implemented in different processes by applying a different set of software parameters. Increased accuracy, improved quality and decreased labor and costs are some of the advantages. || Elbit Vision Systems provides technical fabric in the industries of automotive, medical/hygiene, home textiles, apparel, and composites. | EVS provides the technical fabrics industry with Automatic Optical Inspection (AOI) systems suitable for quality inspection in the production processes of a variety of technical fabrics. A consistent set of hardware components is implemented in different processes by applying a different set of software parameters. Increased accuracy, improved quality and decreased labor and costs are some of the advantages. | Elbit Vision Systems Ltd., together with its subsidiaries, designs, develops, manufactures, and markets automatic vision inspection and quality monitoring systems worldwide. The company offers vision inspection systems, such as IQ-TEX for the visual inspection and quality monitoring of woven fabrics; and IQ-TEX Lite for the visual inspection and quality monitoring of knitted, non-woven, tire cord, film, metal, coated, and technical fabrics. Its vision inspection systems also include Broken Filaments Analyzer for the detection of broken filament defects in glass fabric; and On Loom Inspection, an automatic visual quality inspection system that monitors selected fabric types, such as carbon, t... | Elbit Vision Systems Ltd. designs, develops, manufactures, markets, and supports automatic vision inspection and quality monitoring systems.  The Company's systems are designed to improve the detection of defects in the manufacturing process.  Elbit's products include a family of systems for the textile and fabric industry."
QUISS,quiss.net,"QUISS AG, the company specializes in machine vision solutions for quality inspection and robot guidance, and is mainly used in the automotive industry. || A vida continua mais doce | QUISS AG, the company specializes in machine vision solutions. | QUISS AG, the company specializes in machine vision solutions for quality inspection and robot guidance, and is mainly used in the automotive industry. | Seit 1988 ist die QUISS AG ein verlässlicher Partner für die Entwicklung und Umsetzung schlüsselfertiger Lösungen in der industriellen Bildverarbeitung. Mit herausragenden Technologien und Algorithmen bringen QUISS Systeme sowie leistungsfähige Systemlösungen zur Qualitätskontrolle, Erhöhung der Produktivität und der Wirtschaftlichkeit von Produktionsprozessen einen echten Wettbewerbsvorteil und leisten einen entscheidenden Beitrag für mehr Qualität und Wirtschaftlichkeit in der industriellen Produktion.

Unsere Bildverarbeitungssysteme sind weltweit in vielen verschiedenen Industrien erfolgreich im Einsatz. Wir stellen uns vollständig auf die Wünsche jedes einzelnen Kunden ein. Wir konzipieren und integrieren unsere Systeme nach individuellem Bedarf und betreuen unsere Auftraggeber während des gesamten Projektablaufs vom Konzept bis zur Inbetriebnahme. Auch nach Projektende begleiten wir unsere Kunden partnerschaftlich mit unseren ausgiebigen Schulungen sowie Serviceangeboten.

QUISS bietet ein umfassendes Angebot innovativer Systeme für alle denkbaren Prüfaufgaben in den Bereichen:

- Klebstoff- und Dichtmittelauftragsinspektion
- 2D- /3D Lageerkennung und Roboterführung
- Vollständigkeitskontrolle
- Dosen- und Dosendeckelinspektion
- Typunterscheidung und Typsortierung
- Codeverifikation und Codelesen (GTIN, QR, DPG,..)

Kontinuierliche Innovationskraft und unternehmerischer Geist dominieren unser Denken und Handeln. Dies machte uns in diesem dynamischen und wachsenden Markt zu einem verlässlichen und partnerschaftlichen Ansprechpartner bei unseren namhaften Kunden.

Für unser wachsendes Unternehmen sind wir oft auf der Suche nach neuen, qualifizierten und motivierten Mitarbeitern. Unsere aktuellen Stellenangebote finden sie unter: http://quiss.net/karriere/"
GigaVis Co.,gigavis.com,"GigaVis is a manufacturer specializing in semiconductor inspection and repair equipment. The company produces automated optical inspection (AOI) systems, optical repair systems, and factory automation machines for high-end IC substrates and PCBs. GigaVis also develops software for equipment operation and provides after-sales services. || GigaVis Co., Ltd. manufactures and distributes industrial machinery and electronic parts. The Company produces semiconductor automated optical inspection and repair equipment, giga vision inspection and factory automation machines, and other related products. GigaVis markets its products worldwide. | GigaVis is a general industrial machinery manufacturing company. | GigaVis is a manufacturer specializing in semiconductor inspection and repair equipment. The company produces automated optical inspection (AOI) systems, optical repair systems, and factory automation machines for high-end IC substrates and PCBs. GigaVis also develops software for equipment operation and provides after-sales services. | Introduction
Best choice for automated fine line PCB, FPCB and Package Substrate optical inspection system. World first minimum lOum pitch L/S inspection machine maker.
AOI, optical, inspection, PCB, PWB:
PCB AOI, Wafer AOI for embedded technology, RTR AOI
Manufacture & Export of
AOI
Manufacture & Export of
32902 / Manufacture of Special-Purpose Machinery"
ADPIX,adpix.fr,"ADPIX SAS distributes components for industrial imaging and machine vision projects. The company supplies cameras, frame grabbers, optics, lighting, filters, cables, 3D sensors, CIS sensors and vision software from multiple manufacturers. It supports applications such as surface inspection, code reading, quality control, 3D robot guidance and event-based vision. ADPIX advises customers from prototyping to volume production and can adapt standard products or coordinate development of custom solutions based on technical and cost constraints. || ADPIX SAS distributes industrial imaging and machine vision components such as cameras, optics, lighting, frame grabbers, and sensors. | ADPIX SAS distributes components for industrial imaging and machine vision projects. The company supplies cameras, frame grabbers, optics, lighting, filters, cables, 3D sensors, CIS sensors and vision software from multiple manufacturers. It supports applications such as surface inspection, code reading, quality control, 3D robot guidance and event-based vision. ADPIX advises customers from prototyping to volume production and can adapt standard products or coordinate development of custom solutions based on technical and cost constraints. | Avec plus de 25 ans d’expérience dans la distribution de composants pour l’imagerie et la vision industrielle, nous vous conseillons sur les solutions les plus adaptées à votre besoin.

Caméras, optiques, cartes d’acquisition, systèmes 3D, logiciels, câbles,  accessoires…
Nous offrons une large gamme de produits standards à travers plusieurs fournisseurs leaders sur leur marché. Nous étudierons ensemble les meilleures solutions à vos applications."
36ZERO Vision,36zerovision.com,"36ZEROVision is an AI-powered visual inspection system developed to identify and solve a wide range of manufacturing quality issues. It offers fully automated error tracking and identification for optimized manufacturing agility and quality, factory throughput, and capital spending. || 36ZEROVision is an AI-powered visual inspection system developed to identify and solve a wide range of manufacturing quality issues. It offers fully automated error tracking and identification for optimized manufacturing agility and quality, factory throughput, and capital spending. | We are revolutionizing the quality assurance and inspection ecosystem by placing the capabilities of AI at the fingertips of our users. At 36ZERO VISION we believe in smart manufacturing through a technology-driven approach that radically improves quality control with less resources – making it accessible to any manufacturer. Our unique and robust algorithm can be set up by any user in a matter of clicks to identify defects on a pixel level. 36ZERO Vision radically improves quality assurance, productivity and give manufacturers a piece of mind. | AI for visual Quality Control | 36ZERO Vision is an AI-powered visual inspection software used to identify manufacturing quality issues. | Founded and based in Munich, 36ZERO Vision is revolutionizing visual inspection in manufacturing with its advanced, software-defined Vision OS platform. By leveraging proprietary AI technology, the company provides unmatched accuracy and operational efficiency, serving leading global manufacturers and helping ensure quality control excellence across multiple industrial sectors."
GP Solar,gpsolar.de,"GP Solar GmbH produces practical applications for new technologies. The Company creates technological production capacity and improves performance and efficiency with high-quality inspection systems, special consumables, and technological consulting. GP Solar offers research services for customers worldwide. || GP Solar GmbH is decisively involved in the latest technological developments concerning the production of solar cells and solar modules. | GP Solar GmbH is decisively involved in the latest technological developments concerning the production of solar cells and solar modules. The company owes its key role on the photovoltaic market with limited competition to the consolidated know how and the flexibility in the implementation of projects. | GP Solar GmbH produces practical applications for new technologies. The Company creates technological production capacity and improves performance and efficiency with high-quality inspection systems, special consumables, and technological consulting. GP Solar offers research services for customers worldwide. | Since 1999 ISRA VISION / GP Solar has successfully supported the Photovoltaic industry in creating production capacity and improving performance and efficiency with high-quality inspection systems, special consumables and technological consulting. ISRA VISION / GP Solar was founded in 1999 and has a team with technological expertise. Experienced scientists, service engineers with years of experience in the industry, as well as technical and scientific project managers, work in close cooperation at our company. This motivated and experienced team enables us to successfully transfer new technologies again and again into practical applications. Currently, our expertise and products can be found in more than 250 production lines with a capacity of 10 Gigawatt around the world. | GP Solar GmbH manufactures and provides inspection solutions and consumables for the photovoltaic (PV) industry. The company offers inspection systems for the early detection of various wafer defects in PV productions, as well as for the process and quality control in solar cell and thin-film module productions; optical inspection of coatings, laminations, scribe lines, and other glass defects; laboratory measurement systems for characterization and optimization applications in the production of solar wafers and cells; and inspection systems for detecting defects in glass substrates, solar parabolic mirrors, and glass surfaces. It also provides inspection and classification software solution... | Entwicklung von Photovoltaik-Modulen"
Synsor.ai,synsor.ai,"Quality inspection for manufacturers - low cost, precise, powered by deep learning || Optische Inspektion zur Qualitätskontrolle in der produzierenden Industrie. Einfach zu integrieren, einfach zu bedienen und trotzdem präzise! | English: Munich-based AI Start-up, building a ""predictive quality"" AI for the manufacturing industry. Our main goal is to enable the real-time analysis of both image- and machine-data on a singular platform. This allows the detection of even the earliest warning signs, and through that the prediction of defects and process issues. If you are a manufacturer or equipment supplier - reach out to learn more! | Quality inspection for manufacturers - low cost, precise, powered by deep learning | B2B optical inspection system for the manufacturing industry"
Datasensing,datasensing.com,"Datasensing manufactures and supplies machine vision, sensors, and safety products. || Datasensing manufactures and supplies machine vision, sensors, and safety products. | M.D. Micro Detectors S.P.A. designs and manufactures electrical components. The Company offers photoelectric, proximity, ultrasonic, area sensors, safety devices, and related accessories. M.D. Micro Detectors serves customers internationally. | Industrial automation is based on detecting the presence, position, or quality of an object, in any production and logistics sector. To innovate this area and facilitate the transition to industry 4.0, the DATASENSING project was launched, which will combine the Sensor & Safety / Machine Vision Business Unit of Datalogic, a world leader in automatic data acquisition, and M.D. Micro Detectors, a company operating in the design, production, and sale of industrial sensors. DATASENSING intends to strengthen its presence in industrial automation globally through a complete offering of sensors in various technologies, optoelectronic devices for the safety of machines and production plants, automated vehicle guidance and machine vision for Smart Manufacturing."
TRIGO,trigo-group.com,"Founded in 1997, TRIGO is a multinational company providing operational Quality Management solutions for the manufacturing sector, especially in the transportation industries. With a team of more than 5000 professionals present in 20 countries across 4 continents, TRIGO offers a comprehensive portfolio of Quality Inspection, Engineering and Management Services all along the supply chain. || Founded in 1997, TRIGO is a multinational company providing operational Quality Management solutions for the manufacturing sector, especially in the transportation industries. With a team of more than 5000 professionals present in 20 countries across 4 continents, TRIGO offers a comprehensive portfolio of Quality Inspection, Engineering and Management Services all along the supply chain. | About TRIGO is a multinational company providing quality solutions for the automotive, aerospace and railway industries. Founded in 1997, TRIGO is a multinational company providing operational Quality Management solutions for the manufacturing sector, especially in the transportat ... ion industries. With a team of more than 8000 professionals present in 20+ countries across 4 continents, TRIGO offers a comprehensive portfolio of Quality Inspection, Engineering, and Management Services all along the supply chain. For more information, please visit www.trigo-group.com ! See More | About TRIGO is a multinational company providing quality solutions for the automotive, aerospace and railway industries. Founded in 1997, TRIGO is a multinational company providing operational Quality Management solutions for the manufacturing sector, especially in the transportat ... ion industries. With a team of more than 8000 professionals present in 20+ countries across 4 continents, TRIGO offers a comprehensive portfolio of Quality Inspection, Engineering, and Management Services all along the supply chain. For more information, please visit www.trigo-group.com ! See More Founding Date 1997 | TRIGO provides quality management and inspection services. | TRIGO was founded in 1997 by quality engineer, Pierre Hervo to offer quality support and conformity assessment services. TRIGO has become a globally renowned company, serving the automotive, aerospace, railway and other heavy transportation industries with more than 7000 employees throughout Europe, North Africa, Asia, and South-America.   TRIGO provides a comprehensive range of corrective and preventive quality inspection and management services. This complete portfolio enables TRIGO to implement quality solutions especially tailored to customers’ needs. Since the company’s foundation, in the previous 20+ years, the TRIGO name has become a trademark of innovation, leadership and performance in the quality management sector. Located close to our customers’ plants, our local teams provide a full range of sophisticated quality solutions in 400 sites around the world. | TRIGO provides quality inspection and management services. The Company offers containment, inspection, quality management, training, measurement, technical engineering, automotive rework, paintless dent removal, and logistics services. TRIGO serves customers worldwide. | TRIGO Group SARL provides operational quality management and consulting solutions. The Company offers containment, research, testing, pre-shipment inspection, training, and technological services. TRIGO Group serves automotive, emobility, aerospace, and heavy transportation industries worldwide. | TRIGO Group is a multinational company providing operational quality management solutions for the manufacturing sector, especially in the automotive and aerospace industries. TRIGO offers a comprehensive portfolio of quality assurance services ranging from inspection to expert audit, consulting and training.

Its headquater is in France, Nanterre. | QUALITY ALONG THE SUPPLY CHAIN

Founded in 1997, TRIGO Group is a multinational company providing quality solutions for the automotive, aerospace and other transport industries. 
With more than 10 000 employees worldwide, our company offers a comprehensive portfolio of inspection and management services to address the quality challenges of various supply chains. Operating a cutting-edge global know-how transfer network, TRIGO has become the world’s largest player in the quality sector with a growing number of subsidiaries set on 4 continents.

ONE STOP SHOP ON THE QUALITY HIGHWAY
Comprehensive Quality solutions from Containment services to refined Quality Development packages along the supply chain (for OEMs, Tier1s and Tier2s).

HOLISTIC APPROACH // CUSTOMIZED SOLUTIONS
Customized service delivery to address individual quality issues and resolve the root causes.

LOCAL EXPERTISE WITH GLOBAL DRIVE
The collaboration of TRIGO’s global, cutting-edge know-how network and local expert teams ensures that its customers’ native organizational and work culture is respected.

TRANSPARENCY & AUTONOMY
Transparent communication and reporting through TRIGO’s global admin system with online information, trackable 24/7 for customers.

SOCIAL MEDIA POLICY
We offer you this space for interaction and information on TRIGO Group, its international projects and its employees’ news.
Our team moderates this page. We are delighted to exchange with you. We read all your comments and always try to provide a helpful response, as quickly as possible. In return, we ask you to follow some basic rules of politeness so everyone is respected. Any defamatory, aggressive, offensive or discriminatory speech, or any violation of intellectual property or privacy rights will be deleted. We do not accept insults, promotional links, spam and racist or pornographic content. We reserve the right to delete any inappropriate comment or behavior to LinkedIn.


For more information, visit www.trigo-group.com! | TRIGO Group of companies is a company that operates in the Automotive industry. It employs 5,001-10,000 people and has $250M-$500M of revenue. The company is headquartered in Nanterre, Ile-de-France, France. | With over 25 years leading the manufacturing sorting, inspection, and subassembly operations industry, TRIGO has a proven record of providing unrivaled value and best-in-class services. We offer one simple approach: Listen. Then deliver. 

We are a privately held ISO 9001 Certified manufactured parts facilitator that uses proprietary technology-driven processes to ensure consistently accurate results, allowing for informed decisions and actions that enable seamless operations. Our testing methods and results keep vehicle manufacturing processes running smoothly, efficiently and reliably.
  
We provide superior value with our unmatched quality management services through the use of our innovative proprietary tools and technology. We offer our clients the services of our talented associates whom we equip with world-class training and instill with a spirit of collaboration. 

 We rework more than 20 million parts per year and thousands of built vehicles. This is facilitated through tight integration with our customers' systems supported by local management at customer facilities.

Our primary service market segments are:

1) TPCP - 3rd party containment provider - in this venue, we are the single source provider of containment, inspection and rework services for a typical OEM manufacturer

2) SSC2 - Supplier Site Containment Level 2 - in this service we are onsite at the supplier location providing 100% containment, inspection and rework services

3) Technical Services - Lumbee provides clients with professional quality services via Field Service representation, Quality engineers, or Quality Engineering Technicians

4) Offsite Warehouse / Containment - Lumbee has the capability to secure warehousing (with Foreign Trade Zone status if required) as a means of securing an offsite location for containing, inspecting and reworking your company's product | QUALITY ALONG THE SUPPLY CHAIN Founded in 1997, TRIGO Group is a multinational company providing quality solutions for the automotive, aerospace and other transport industries. With more than 10 000 employees worldwide, our company offers a comprehensive portfolio of inspection and management services to address the quality challenges of various supply chains. Operating a cutting-edge global know-how transfer network, TRIGO has become the world’s largest player in the quality sector with a growing number of subsidiaries set on four continents. ONE STOP SHOP ON THE QUALITY HIGHWAY Comprehensive Quality solutions from Containment services to refined Quality Development packages along the supply chain (for OEMs, Tier1s and Tier2s). HOLISTIC APPROACH // CUSTOMIZED SOLUTIONS Customized service delivery to address individual quality issues and resolve the root causes. LOCAL EXPERTISE WITH GLOBAL DRIVE The collaboration of TRIGO’s global, cutting-edge know-how network and local expert teams ensures that its customers’ native organizational and work culture is respected. TRANSPARENCY & AUTONOMY Transparent communication and reporting through TRIGO’s global admin system with online information, trackable 24/7 for customers. SOCIAL MEDIA POLICY We offer you this space for interaction and information on TRIGO Group, its international projects and its employees’ news. Our team moderates this page. We are delighted to exchange with you. We read all your comments and always try to provide a helpful response, as quickly as possible. In return, we ask you to follow some basic rules of politeness so everyone is respected. Any defamatory, aggressive, offensive or discriminatory speech, or any violation of intellectual property or privacy rights will be deleted. We do not accept insults, promotional links, spam and racist or pornographic content. We reserve the right to delete any inappropriate comment or behavior to LinkedIn. For more information, visit www.trigo-group.com! | TRIGO, S.A. provides operational quality management and inspection solutions for manufacturing sector. The company offers consulting, auditing, training, testing, technical rework, technical resourcing, resident engineering, measurement, and calibration and analysis. It serves automotive, aerospace, railway, agricultural machinery, truck, heavy duty equipment, motorcycle, energy, electronics, consumer goods, and other heavy transportation industries. The company was founded in 1997 and is based in Nanterre, France."
Opto Engineering,opto-e.com,"Opto Engineering is the merging of old craftsmanship still needed for precision optics and fresh, innovative concepts and technologies. For Opto Engineering, “innovation” means smart design and engineering as well as a business model targeting at excellent quality/price ratios and at the fastest response to the market demands. People in our company bring their expertise to continuously improve our unique project development protocol in which optics, lighting, mechanics, manufacturing and system integration are always taken into account at every stage of the process. Opto Engineering THE TELECENTRIC COMPANY has evolved through the years, releasing hundreds of new, diverse products and developing multiple areas of expertise. Today we can say that we specialize in OPTICAL IMAGING TECHNOLOGIES. Our focus is to build and provide every single component needed to solve imaging applications: starting from the optical know-how and going through competence in lighting we can supply the best combination of tools available on the machine vision market. For all these reasons Opto Engineering has become the partner of choice in high-end optical applications for many of the major machine vision companies worldwide. Opto Engineering, OPTICAL IMAGING TECHNOLOGIES. || Opto Engineering is the merging of old craftsmanship still needed for precision optics and fresh, innovative concepts and technologies. For Opto Engineering, “innovation” means smart design and engineering as well as a business model targeting at excellent quality/price ratios and at the fastest response to the market demands. People in our company bring their expertise to continuously improve our unique project development protocol in which optics, lighting, mechanics, manufacturing and system integration are always taken into account at every stage of the process. Opto Engineering THE TELECENTRIC COMPANY has evolved through the years, releasing hundreds of new, diverse products and developing multiple areas of expertise. Today we can say that we specialize in OPTICAL IMAGING TECHNOLOGIES. Our focus is to build and provide every single component needed to solve imaging applications: starting from the optical know-how and going through competence in lighting we can supply the best combination of tools available on the machine vision market. For all these reasons Opto Engineering has become the partner of choice in high-end optical applications for many of the major machine vision companies worldwide. Opto Engineering, OPTICAL IMAGING TECHNOLOGIES. | Opto Engineering is a telecentric company that offers imaging solutions for every business. | Opto Engineering designs manufactures and markets imaging components, such as optics, illuminators, software, and vision units for many of the major machine vision companies worldwide. The industry specialized in telecentric lenses, 360° view optics, macro lenses, fixed focal lenses, infrared optics, adaptive optics, LED illuminators, LED pattern projectors, mounting mechanics, accessories for lenses, patterns, controllers and power supplies, and cables and electronic comp."
Smitech,smitech.ee,"Smitech develops and delivers turnkey automation solutions for manufacturing companies. The company designs and builds production lines, fully automated and semi-automated assembly equipment, and industrial robot systems, including collaborative and mobile robots. Its engineers implement industrial automation and control systems, machine vision solutions for quality inspection, and custom machine-building projects across sectors such as electronics, automotive, wood, plastics, and construction. Smitech supports customers from concept development through engineering, component sourcing, assembly, software development, on-site installation, and commissioning. It also provides aftercare services including maintenance, upgrades, spare parts, and training for production personnel. || At Smitech, we're committed to providing the highest quality factory automation solutions for manufacturing companies of all sizes. With a team of engineers with over 10 years of experience in the industry, we've established ourselves as a leading provider of cutting-edge automation technologies and services.

Our team of experts works closely with clients to understand their unique needs and develop customized solutions that maximize efficiency, improve productivity, and reduce costs. Whether it's designing and implementing new production lines or upgrading existing systems, we have the expertise and resources to ensure success.

At Smitech, we pride ourselves on our dedication to quality, reliability, and innovation. Our solutions are designed to meet the highest industry standards and are backed by our commitment to ongoing support and maintenance.

We're excited to help businesses across a wide range of industries optimize their manufacturing processes and achieve their goals. Contact us today to learn more about our services and how we can help take your business to the next level.

To learn more about our factory automation solutions and services, please visit our website at www.smitech.ee/en

Our strategy is to become a strategic partner for our customers by offering complete service - from design & engineering to installation activities. We also provide maintenance for ready-made systems. | Smitech designs and builds turnkey industrial automation systems, production lines, and custom machine-building solutions. | Smitech develops and delivers turnkey automation solutions for manufacturing companies. The company designs and builds production lines, fully automated and semi-automated assembly equipment, and industrial robot systems, including collaborative and mobile robots. Its engineers implement industrial automation and control systems, machine vision solutions for quality inspection, and custom machine-building projects across sectors such as electronics, automotive, wood, plastics, and construction. Smitech supports customers from concept development through engineering, component sourcing, assembly, software development, on-site installation, and commissioning. It also provides aftercare services including maintenance, upgrades, spare parts, and training for production personnel."
xis.ai,xis.ai,"xis.ai specializes in automating visual quality inspection and process monitoring for industrial applications using artificial intelligence and robotics. Our primary focus is on revolutionizing industrial quality inspection through advanced computer vision technology.

The company offers a comprehensive suite of software and hardware solutions designed to streamline the development and deployment of AI-powered visual inspection systems:

1. Software:
   - xis dev: A no-code platform that allows non-technical users to develop computer vision models without coding knowledge. It includes features like AI-assisted labelling, model training, and performance analytics.
   - xis Runtime: A lightweight platform for deploying computer vision models in production environments, offering real-time analytics and integration with various industrial cameras and sensors.

2. Hardware:
   - Edge AI: Deployment of AI algorithms directly on edge devices like cameras or sensors for real-time analysis and faster decision-making.
   - Support for various visual sensors: Industrial cameras, microscopes, thermal cameras, and X-ray tubes.

xis.ai's platform is designed to be user-friendly, enabling non-technical industrial professionals to develop and implement AI-based visual inspection solutions quickly and efficiently. This approach aims to make advanced quality control technologies more accessible to various industries and applications. || xis.ai specializes in automating visual quality inspection and process monitoring for industrial applications using artificial intelligence and robotics. Our primary focus is on revolutionizing industrial quality inspection through advanced computer vision technology.

The company offers a comprehensive suite of software and hardware solutions designed to streamline the development and deployment of AI-powered visual inspection systems:

1. Software:
   - xis dev: A no-code platform that allows non-technical users to develop computer vision models without coding knowledge. It includes features like AI-assisted labelling, model training, and performance analytics.
   - xis Runtime: A lightweight platform for deploying computer vision models in production environments, offering real-time analytics and integration with various industrial cameras and sensors.

2. Hardware:
   - Edge AI: Deployment of AI algorithms directly on edge devices like cameras or sensors for real-time analysis and faster decision-making.
   - Support for various visual sensors: Industrial cameras, microscopes, thermal cameras, and X-ray tubes.

xis.ai's platform is designed to be user-friendly, enabling non-technical industrial professionals to develop and implement AI-based visual inspection solutions quickly and efficiently. This approach aims to make advanced quality control technologies more accessible to various industries and applications."
Ivisys,ivisys.com,"IVISYS AB develops and sells advanced machine vision inspection systems. The Company's systems provide solutions for quality inspection, verification and machine guidance. || IVISYS AB develops and sells advanced machine vision inspection systems. The Company's systems provide solutions for quality inspection, verification and machine guidance. | Industrial Vision Inspection Systems - We Bring News To Machine Vision | Ivisys designs and develops an automated visual quality control system. This is used for quality control of manufactured parts and products. The company is based in Denmark."
Cretec Cybernetics,cretec-cybernetics.com,"Cretec Cybernetics offers industrial machine vision automation. They connect machine vision, robotics, and control technologies. They match industrial robots and cobots into machine vision-based solutions for handling, inspection, and assembly. || Cretec Cybernetics provides automation solutions and multidimensional image processing. | Cretec Cybernetics offers industrial machine vision automation. They connect machine vision, robotics, and control technologies. They match industrial robots and cobots into machine vision-based solutions for handling, inspection, and assembly. | We create Machine Vision & Robotics solutions.

Our mission is to provide a response to industrial production companies needs, for better, faster and more reliable inspection solutions.

Intelligent and digitally interconnected systems are the technical basis for this. With the growing help of Artificial Intelligence and Deep Learning, we today solve tasks, that seemed impossible yesterday. 
We match modern industrial robots and cobots perfectly into cutting-edge machine vision based solutions for handling, inspection and assembly."
PRIMECONCEPT,primeconcept.it,"PRIME offers convenient solutions to those who care of their time. As a service provider PRIME makes your life more comfortable, rendering a unique range of services: from holiday tour arrangements and various events management to corporate services. For 9 years PRIME has been providing services in Travel and Lifestyle management to key people in business, politics and culture. Over 20 000 customers currently use our company services including assistance and support 24/7/365. We solve tasks of any complexity, providing a unique package of services from booking tables in restaurants, rickets to different events to tour arrangements and top class event management. We have partners worldwide, including airlines, prestigious hotel chains, and premium class manufacturers. For the impeccable work and high quality services in Private Banking & Wealth Management PRIME has been awarded three times at SPEAR’S Russia Wealth Management Awards as the Concierge Service of the Year. || PRIME offers convenient solutions to those who care of their time. As a service provider PRIME makes your life more comfortable, rendering a unique range of services: from holiday tour arrangements and various events management to corporate services. For 9 years PRIME has been providing services in Travel and Lifestyle management to key people in business, politics and culture. Over 20 000 customers currently use our company services including assistance and support 24/7/365. We solve tasks of any complexity, providing a unique package of services from booking tables in restaurants, rickets to different events to tour arrangements and top class event management. We have partners worldwide, including airlines, prestigious hotel chains, and premium class manufacturers. For the impeccable work and high quality services in Private Banking & Wealth Management PRIME has been awarded three times at SPEAR’S Russia Wealth Management Awards as the Concierge Service of the Year. | Primeconcept specializes in the design, engineering, and deployment of turnkey machine vision and industrial identification systems. | Machine vision - Quality control - Artificial intelligence - 3D robot guidance - Classification and traceability - ID

• Complete solutions, because a single point of contact is easier
• Top reliability, because peaceful sleep is healthier
• Easy-to-use systems, because you have more to do in your business
• We are the ones who speak your language, not you who have to learn ours

Expertise - Experience - Cutting edge - Technology - Imagination - Availability - Discretion - Rapidity - Concreteness | Cognex Partner System Integrator (PSI). Experts machine vision and industrial ID, Primeconcept specialize in innovative tailored solutions. Our personnel have worked with machine vision and industrial identification systems, in particular with Cognex technology, over many years. Cognex Corporation is the world's leading provider of machine vision systems, vision software and industrial code readers used in manufacturing automation. We provide a complete implementation package. We will assess the application, develop a complete solution and integrate the system into your production line. | PRIME offers convenient solutions to those who care of their time.
As a service provider PRIME makes your life more comfortable, rendering a unique range of services: from holiday tour arrangements and various events management to corporate services.
For 9 years PRIME has been providing services in Travel and Lifestyle management to key people in business, politics and culture.
Over 20 000 customers currently use our company services including assistance and support 24/7/365.
We solve tasks of any complexity, providing a unique package of services from booking tables in restaurants, rickets to different events to tour arrangements and top class event management.
We have partners worldwide, including airlines, prestigious hotel chains, and premium class manufacturers.
For the impeccable work and high quality services in Private Banking & Wealth Management PRIME has been awarded three times at SPEAR’S Russia Wealth Management Awards as the Concierge Service of the Year."
