name,website,description
ROVIMATICA,rovimatica.com,"ROVIMATICA develops and integrates industrial automation solutions focused on intralogistics, robotics and vehicle automation. The company designs, manufactures and commissions robotic cells, assembly and manufacturing lines, automated inspection systems, autonomous vehicles and PLC/SCADA control systems. Its teams work across mechatronics, electrical engineering, industrial robotics, AGVs and AMRs, automation and control, and machine vision and artificial intelligence. ROVIMATICA also delivers turnkey projects, covering concept design, engineering, programming, installation, start-up and maintenance. In addition, it runs R&D and innovation projects in machine vision, AI, cognitive robotics, edge computing and software-defined vehicle platforms for multiple industrial sectors. These solutions are applied in areas such as logistics, automotive, agrifood, recycling, energy, mobility and infrastructure management."
BILA,bila.dk,Bila A/S is a provider of industrial automation solutions using industrial robots to help automate simple tasks to entire production lines.
DWG,dwg.nl,"DWG provides consultancy, process engineering, functional safety, electrical engineering, industrial automation, IT engineering, and maintenance engineering services. Their consulting department consists of experts who all have a technical background. They take care of both the design of new process installations and the optimization of existing installations."
The Automation Alliance LLC Switzerland,theautomationalliance.com,"The Automation Alliance is a global expert community offering Industrial Automation engineering services to system integrators and providing engineering and start-up services across a diverse range of industry sectors. Thanks to our talented resources, we are able to guarantee the reliable completion of projects for our customers. We also bring valuable expertise to projects. Our engineers have extensive experience in all areas of Industrial Automation including: manufacturing intelligence and integration, plant data report and analytics. We can assist with maintenance, commissioning installation and programming as well as designing, conceptualising and planning of projects. With skilled engineers based in Switzerland, Germany, Austria, Morocco, Egypt and the Czech Republic, we can quickly and efficiently provide engineering resources to anywhere in the World. Most recently we have worked on projects for clients in the United States, Germany, Poland and Mexico."
AUTFORCE Vision Systems,autforce.com,"AUTFORCE Vision Systems adds three business areas to a portfolio that is capable of performance, with services for projects of any size. The company offers solutions in the fields of machine vision, industrial identification and laser marking. The management of AUTFORCE Vision Systems GmbH is in the responsibility of Mr. Mag. (FH) Stefan Perg and Mr. Markus Piffer. The young company, headquartered in Lienz, East Tyrol, specializes in automation mechatronics. In three interrelated but also detached functional business areas, the expert team realizes tailor-made solutions from A to Z - from the in-depth feasibility study to implementation for commissioning, quality assurance and traceability. Today, industrial image processing systems face the challenge of having to meet a multitude of objectives in a dynamic environment and increasingly complex contexts. From 100% quality assurance through clear traceability to internal process optimization and increased fail-safety, the expectations of the manufacturing industry are sufficient. Three business areas complement each other to form a performance-oriented portfolio of machine vision, Industrial Identification and Lasermarking by working together with the affiliated company AUTFORCE Automations GmbH, complete automation solutions are just as possible as individual projects or just the purchase of suitable hardware."
Sofcon,sofcononline.com,"Sofcon Systems is an industrial automation company that provides substation automation and engineering services. It combines the capabilities of a full-service organization with the responsiveness and flexibility of specialty engineering practice. It has expertise in industrial automation, industry 4.0, IIoT, Industry 5.0, substation automation, and energy management systems."
Machine Vision,machinevision.ch,"A - Machine Vision System Integrator : Quality control, automatic positionning, datamatrix reading, biosensor reading, length measurements, etc.

B - Laser systems automatic drive for laser welding, laser microwelding, laser engraving, laser cutting. See www.visioweld.com

C - High quality numeric microscope with live embeded guides (6 lines, position set by operator) for manual positionning. See www.visionindustrielle.ch

D - LABVIEW Develpment & Consulting:
Our experts are qualified developers with more than 10 years experience"
Smart Automation,smart-automation.fr,"Smart Automation specializes in industrial automation services, focusing on maintaining production tools for various industries. The company offers technical assistance, engineering, and implementation services to enhance operational efficiency. It connects smart devices to work in harmony, providing intelligent solutions that improve convenience and safety."
Silicann Systems,silicann.com,"Silicann Systems develops and produces optoelectronic sensor solutions and optical inspection and measurement systems for industrial and laboratory automation. The company focuses on NIR spectrometers, including the Spektralwerk Core series for inline inspection, identification, and content analysis in process environments. It offers application software such as Spectrotron and APIs for configuring and operating its spectrometers. Silicann Systems provides engineering services covering custom optical sensor and light source design, spectrometric calibration models, and algorithm development. Its electronics services include circuit and PCB design, firmware and embedded Linux development, interface integration, and prototyping through to small-series production. These offerings target research organizations and manufacturing companies that require precise photometric, spectral, and color measurement solutions integrated into automated processes."
AGMAH,agmah.ai,"We are an AI software company working on industrial automation solutions, to make the factories of today, smarter for tomorrow."
Sinfiny Smart Technologies,sinfiny.com,"Sinfiny Smart Technologies designs and implements automation and robotics solutions for smart factories and industrial production. The company delivers turnkey engineering projects that cover process analysis, custom production line design, and integration of advanced technologies. Its mechanical and electrical engineering teams develop and optimize machinery, automation hardware, and control systems. Sinfiny provides programming and software services including PLC and robot programming, machine vision, SCADA systems, and traceability. It also offers process consulting and technical support to improve efficiency and reliability in sectors such as automotive, food, industrial manufacturing, and construction. The company develops standardized robotic cells like RoboPACK for packing and palletizing end-of-line products."
PWL Elektrotechnik,pwl-gmbh.de,"PWL Electrical Engineering offers industrial automation, environmental engineering, and building automation solutions."
Van Doren Engineers,vandoren.nl,Van Doren Engineers offers industrial automation and electrical engineering manufacturing services with electrical products.
AE Solutions,ae-sol.net,"Main services:
- Industrial Automation
   - Design of automation solutions
   - PLC programming
   - HMI design
   - Troubleshooting
   - Electrical drawings
   - Panel assembly
   - Installation
   - Start up"
Comak,comak.eu,"Our company specializes in industrial automation services, with a focus on simulation, robot programming, and PLC programming. In addition to our expertise in these areas, we provide skilled programmers and management to offer comprehensive support to our clients. Our goal is to deliver tailored solutions that enhance efficiency in automation processes, catering to the specific needs of diverse industries."
thyssenkrupp Industrial Solutions,thyssenkrupp-industrial-solutions.com,"thyssenkrupp Industrial Solutions AG provides planning and constructing machines and plants for cement and mineral industries worldwide. The company offers raw material preparation, clinker manufacturing and cement manufacturing, lime production, and factory automation solutions. It also provides grinding plants, pyroprocessing systems, and metallurgical injection systems. In addition, the company offers project elaboration, engineering and design, shipment, field assembly, and commissioning services, as well as comprehensive service activities for complete production lines, individual products, plant conversions, and upgrades. Further, it provides spare parts and after sales services. The c..."
Key Solution,key-solution.eu,"Key Solution is an engineering company with 10+ years of experience in industrial automation and digital services for the Oil & Gas sector. We simplify complexity, delivering innovative, efficient solutions in automation, digitalization, and consulting. With 200+ international projects and certified expertise, our team supports global operations with reliability and excellence.

Discover more at www.key-solution.eu"
Arelec,arelec.com.ve,"Arelec C. A. offers industrial automation, engineering solutions, and technical support for process optimization."
Dynamic Process Automation,dpautom.fr,"Dynamic Process Automation specializes in industrial automation, electrical engineering, and process control systems. The company offers tailored solutions to optimize production systems, enhancing efficiency and competitiveness. Their expertise encompasses industrial automation, industrial electricity, industrial information systems, vision and traceability, and robotics. They provide project management, system design, software development, commissioning, and training. They also offer turnkey solutions for process installations, retrofitting existing equipment, and integrating automation systems. The company is part of the MAVENTIS group, which combines various industrial and logistics expertise. They collaborate with partners to deliver fully integrated automation solutions."
Framaval,framaval.com,"Framaval is a manufacturing firm that offers electrical installations, programming, and industrial automation services."
